ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,89.3,,,Currency: HRV - Kuna (HRK) | Time unit: Per month | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 1993 SNA
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,55.16,,,Currency: HRV - Kuna (HRK) | Time unit: Per month | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 1993 SNA
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,77.64,,,Currency: HRV - Kuna (HRK) | Time unit: Per month | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 1993 SNA
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,54.97,,,Currency: HRV - Kuna (HRK) | Time unit: Per month | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 1993 SNA
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,89.57,Estimate,,Currency: HRV - Kuna (HRK) | Time unit: Per month | Working time arrangement coverage: Full-time and part time workers,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 1993 SNA
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,59.23,Estimate,,Currency: HRV - Kuna (HRK) | Time unit: Per month | Working time arrangement coverage: Full-time and part time workers,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 1993 SNA
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,91.2,,,Currency: HRV - Kuna (HRK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,60.4,,,Currency: HRV - Kuna (HRK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,106.4,,,Currency: HRV - Kuna (HRK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,63.4,,,Currency: HRV - Kuna (HRK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,101,,,Currency: HRV - Kuna (HRK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,66.6,,,Currency: HRV - Kuna (HRK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,89.2,,,Currency: HRV - Kuna (HRK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,72.7,,,Currency: HRV - Kuna (HRK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,89.7,,,Currency: HRV - Kuna (HRK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Croatia,Mean nominal hourly labour cost per employee by economic activity (local currency),HRV - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,75.3,,,Currency: HRV - Kuna (HRK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - ES - Earnings and employment-related income survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,2386.53,,,Currency: HUN - Forint (HUF) | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - ES - Earnings and employment-related income survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,1914.41,,,Currency: HUN - Forint (HUF) | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - ES - Earnings and employment-related income survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,2207.52,,,Currency: HUN - Forint (HUF) | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - ES - Earnings and employment-related income survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,1889.79,,,Currency: HUN - Forint (HUF) | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - ES - Earnings and employment-related income survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,2847,,,Currency: HUN - Forint (HUF) | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - ES - Earnings and employment-related income survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,2188,,,Currency: HUN - Forint (HUF) | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - ES - Earnings and employment-related income survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,2841,,,Currency: HUN - Forint (HUF) | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - ES - Earnings and employment-related income survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,2300,,,Currency: HUN - Forint (HUF) | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,2800,,,Currency: HUN - Forint (HUF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,2597.8,,,Currency: HUN - Forint (HUF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,3007.9,,,Currency: HUN - Forint (HUF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,2835.6,,,Currency: HUN - Forint (HUF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,3293.9,,,Currency: HUN - Forint (HUF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,3103,,,Currency: HUN - Forint (HUF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,3774,,,Currency: HUN - Forint (HUF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Mean nominal hourly labour cost per employee by economic activity (local currency),HUN - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,3443.9,,,Currency: HUN - Forint (HUF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,28.2941,,,Currency: IRL - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 3 employees
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,25.976,,,Currency: IRL - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 3 employees
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,26.5726,,,Currency: IRL - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 3 employees
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,25.5608,,,Currency: IRL - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 3 employees
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,28.4548,,,Currency: IRL - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 3 employees
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,25.075,,,Currency: IRL - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 3 employees
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,32.4,,,Currency: IRL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,30.5,,,Currency: IRL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,34.4,,,Currency: IRL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,31.1,,,Currency: IRL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,33.7,,,Currency: IRL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,31.4,,,Currency: IRL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,35.5,,,Currency: IRL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,32.1,,,Currency: IRL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,32.9,,,Currency: IRL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ireland,Mean nominal hourly labour cost per employee by economic activity (local currency),IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,33.3,,,Currency: IRL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2008,2400,,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2009,2490,,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2010,2710,,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2011,2900,,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2012,3683.5,,,Currency: ISL - Icelandic króna (ISK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2013,3220,,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2014,3410,,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2015,3600,,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2016,4797.9,,,Currency: ISL - Icelandic króna (ISK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2017,5306.7,Provisional,,Currency: ISL - Icelandic króna (ISK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2018,5704.5,Provisional,,Currency: ISL - Icelandic króna (ISK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Iceland,Mean nominal hourly labour cost per employee by economic activity (local currency),"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,2019,6051.6,Provisional,,Currency: ISL - Icelandic króna (ISK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Israel,Mean nominal hourly labour cost per employee by economic activity (local currency),ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2013,101,,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity (local currency),ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2014,101,,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity (local currency),ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2015,106,,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity (local currency),ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,108.61,,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity (local currency),ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,143.56,,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity (local currency),ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,114,,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity (local currency),ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,120.64,,,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,53278,,,Currency: ITA - Euro (EUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time equivalents,System of national accounts: 1993 SNA
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,41768,,,Currency: ITA - Euro (EUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time equivalents,System of national accounts: 1993 SNA
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,43.8,,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,26.8,,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,43.2,,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,27.1,,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,43.6,,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,27.1,,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,44.1,,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
