ref_area.label,indicator.label,source.label,classif1.label,classif2.label,time,obs_value,note_classif.label,note_indicator.label,note_source.label
Ireland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,IRL - ES - Earnings Hours and Employment Costs Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,37.28,,Currency: IRL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2008,27.29,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2009,20.14,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2010,22.17,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,25.01,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,29.45,,Currency: ISL - Icelandic króna (ISK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2013,26.35,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2014,29.2,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2015,27.29,,Currency: ISL - Icelandic króna (ISK) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,39.71,,Currency: ISL - Icelandic króna (ISK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,49.67,,Currency: ISL - Icelandic króna (ISK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,52.67,,Currency: ISL - Icelandic króna (ISK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Iceland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ISL - ES - Icelandic Survey on Earnings, Wages and Labour cost",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,49.36,,Currency: ISL - Icelandic króna (ISK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Israel,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2013,27.97,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2014,28.23,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2015,27.27,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,28.28,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,39.88,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,31.75,Nonstandard economic activity: Including B,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Israel,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ISR - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,33.84,,Currency: ISR - New Shekel (ILS) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,35.37,,Currency: ITA - Euro (EUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time equivalents,System of national accounts: 1993 SNA
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,28.95,,Currency: ITA - Euro (EUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time equivalents,System of national accounts: 1993 SNA
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,56.27,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,34.43,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,47.82,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,30,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,49.25,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,30.61,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,52.08,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,32.48,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,51.61,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,31.68,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2013,12.06,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2013,6.15,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2014,12.06,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2014,5.8,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2015,11.82,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2015,5.16,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,6.18,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,3.65,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,9.25,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,2.69,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Lithuania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LTU - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,8.99,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Lithuania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LTU - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,7.07,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Lithuania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LTU - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,9.63,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Lithuania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LTU - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,8.08,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Lithuania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LTU - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,10.84,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Lithuania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LTU - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,9.15,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Lithuania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LTU - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,11.93,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Lithuania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LTU - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,10.39,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Lithuania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LTU - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,11.87,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Lithuania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LTU - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,10.41,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2009,0.01,,Currency: LUX - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Nonstandard economic activity coverage | Establishment size coverage: All establishments with at least 10 employees
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2010,0.01,,Currency: LUX - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Nonstandard economic activity coverage | Establishment size coverage: All establishments with at least 10 employees
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,0.01,,Currency: LUX - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,34.69,,Currency: LUX - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,40.47,,Currency: LUX - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,33.32,,Currency: LUX - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,36.2,,Currency: LUX - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,32.99,,Currency: LUX - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,37.84,,Currency: LUX - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,35.07,,Currency: LUX - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,40.03,,Currency: LUX - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,34.7,,Currency: LUX - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,LUX - OE - Estimations du STATEC,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,38.62,,Currency: LUX - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2009,8.33,,Currency: LVA - Lats (LVL) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2009,6.9,,Currency: LVA - Lats (LVL) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2010,7.92,,Currency: LVA - Lats (LVL) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2010,6.35,,Currency: LVA - Lats (LVL) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
